,episode,steps,meanepreward,meaneplen,#parallel_run
136,136,702630,9.163802559414991,9.361974405850091,0
137,137,707755,9.066733870967743,10.33266129032258,0
138,138,712875,9.12661596958175,9.73384030418251,0
139,139,718000,9.131190926275991,9.688090737240076,0
140,140,723124,9.097260273972603,10.027397260273972,0
141,141,728246,9.08373015873016,10.162698412698413,0
142,142,733368,9.114999999999998,9.85,0
143,143,738488,9.119157088122607,9.808429118773946,0
144,144,743609,9.113294797687864,9.867052023121387,0
145,145,748729,9.11158301158301,9.884169884169884,0
146,146,753850,9.135593220338983,9.64406779661017,0
147,147,758982,9.151386321626617,9.486136783733826,0
148,148,764113,9.10562015503876,9.943798449612403,0
149,149,769235,9.140823970037454,9.591760299625468,0
150,150,774361,9.138273921200751,9.617260787992496,0
151,151,779483,9.154981549815497,9.450184501845019,0
152,152,784610,9.121564885496182,9.784351145038167,0
153,153,789733,9.127893738140418,9.721062618595825,0
154,154,794857,9.089349112426035,10.106508875739644,0
155,155,799979,9.124380952380953,9.756190476190476,0
156,156,805099,9.141198501872658,9.588014981273409,0
157,157,810232,9.125996204933585,9.740037950664137,0
158,158,815355,9.11290944123314,9.870905587668593,0
159,159,820481,9.132830188679245,9.671698113207547,0
160,160,825608,9.0986328125,10.013671875,0
161,161,830737,9.14487895716946,9.551210428305401,0
162,162,835858,9.081908548707753,10.180914512922465,0
163,163,840979,9.109477756286267,9.905222437137331,0
164,164,846106,9.106395348837209,9.936046511627907,0
165,165,851234,9.113846153846156,9.861538461538462,0
166,166,856358,9.116506717850289,9.834932821497121,0
167,167,861488,9.148237476808905,9.517625231910946,0
168,168,866621,9.136960600375234,9.630393996247655,0
169,169,871751,9.133898305084745,9.661016949152541,0
170,170,876878,9.12528517110266,9.747148288973383,0
171,171,882002,9.14935064935065,9.506493506493506,0
172,172,887126,9.136842105263158,9.631578947368421,0
173,173,892249,9.126045627376426,9.739543726235741,0
174,174,897376,9.132641509433963,9.673584905660377,0
175,175,902498,9.142616822429908,9.573831775700935,0
176,176,907622,9.1183908045977,9.816091954022989,0
177,177,912752,9.099999999999998,10.0,0
178,178,917875,9.101364522417153,9.98635477582846,0
179,179,922997,9.113102119460502,9.86897880539499,0
180,180,928123,9.104660194174757,9.953398058252427,0
181,181,933243,9.119157088122606,9.808429118773946,0
182,182,938368,9.106782945736432,9.932170542635658,0
183,183,943497,9.124904942965777,9.750950570342205,0
184,184,948622,9.106782945736434,9.932170542635658,0
185,185,953758,9.125426944971538,9.74573055028463,0
186,186,958887,9.128598484848483,9.714015151515152,0
187,187,964007,9.076,10.24,0
188,188,969127,9.165693430656935,9.343065693430656,0
189,189,974248,9.0998046875,10.001953125,0
190,190,979369,9.105631067961165,9.94368932038835,0
191,191,984502,9.152952029520295,9.470479704797048,0
192,192,989637,9.121904761904762,9.780952380952382,0
193,193,994757,9.13939962476548,9.606003752345217,0
194,194,999887,9.126565464895638,9.734345351043643,0
195,195,1005008,9.11896551724138,9.810344827586206,0
196,196,1010131,9.105242718446604,9.94757281553398,0
197,197,1015258,9.078685258964143,10.213147410358566,0
198,198,1020383,9.138461538461538,9.615384615384615,0
199,199,1025514,9.120801526717557,9.791984732824428,0
200,200,1030634,9.09410609037328,10.05893909626719,0
201,201,1035760,9.12175572519084,9.782442748091603,0
202,202,1040881,9.105631067961165,9.94368932038835,0
203,203,1046017,9.15414364640884,9.458563535911603,0
204,204,1051150,9.138764044943821,9.612359550561798,0
205,205,1056272,9.151481481481483,9.485185185185186,0
206,206,1061400,9.128787878787879,9.712121212121213,0
207,207,1066527,9.092730844793714,10.072691552062869,0
208,208,1071657,9.092141453831042,10.078585461689588,0
209,209,1076785,9.11194605009634,9.880539499036608,0
210,210,1081908,9.133396226415096,9.666037735849057,0
211,211,1087028,9.109671179883946,9.903288201160542,0
212,212,1092149,9.105631067961165,9.94368932038835,0
213,213,1097275,9.088954635108482,10.110453648915188,0
214,214,1102408,9.079522862823062,10.204771371769384,0
215,215,1107537,9.107930367504835,9.920696324951644,0
216,216,1112665,9.159082568807339,9.409174311926606,0
217,217,1117790,9.095098039215687,10.049019607843137,0
218,218,1122914,9.120267686424473,9.797323135755258,0
219,219,1128035,9.15863970588235,9.413602941176471,0
220,220,1133164,9.088362919132148,10.116370808678502,0
221,221,1138297,9.112884615384617,9.871153846153845,0
222,222,1143428,9.144506517690875,9.554934823091248,0
223,223,1148556,9.104271844660193,9.957281553398058,0
224,224,1153679,9.04588477366255,10.541152263374485,0
225,225,1158810,9.130056710775046,9.699432892249527,0
226,226,1163937,9.11023166023166,9.897683397683398,0
227,227,1169059,9.139024390243904,9.609756097560975,0
228,228,1174181,9.147955390334573,9.520446096654275,0
229,229,1179307,9.129166666666666,9.708333333333334,0
230,230,1184429,9.146182495344506,9.538175046554935,0
231,231,1189557,9.100389863547758,9.996101364522417,0
232,232,1194687,9.088165680473372,10.118343195266272,0
233,233,1199809,9.139024390243904,9.609756097560975,0
234,234,1204939,9.10581395348837,9.94186046511628,0
235,235,1210060,9.095882352941176,10.041176470588235,0
236,236,1215181,9.16551094890511,9.344890510948906,0
237,237,1220308,9.127134724857685,9.72865275142315,0
238,238,1225437,9.106007751937984,9.939922480620154,0
239,239,1230565,9.115738963531669,9.842610364683301,0
240,240,1235686,9.117082533589251,9.829174664107486,0
241,241,1240806,9.103891050583657,9.961089494163424,0
242,242,1245927,9.160366972477064,9.396330275229358,0
243,243,1251056,9.12118320610687,9.788167938931299,0
244,244,1256183,9.155801104972376,9.441988950276244,0
245,245,1261306,9.114807692307693,9.851923076923077,0
246,246,1266439,9.095499021526418,10.045009784735813,0
247,247,1271562,9.10330739299611,9.96692607003891,0
248,248,1276682,9.13578154425612,9.642184557438794,0
249,249,1281811,9.092337917485265,10.076620825147348,0
250,250,1286939,9.084554455445542,10.154455445544555,0
251,251,1292066,9.154059040590406,9.459409594095941,0
252,252,1297190,9.1183908045977,9.816091954022989,0
253,253,1302311,9.131947069943287,9.680529300567107,0
254,254,1307435,9.133207547169812,9.667924528301887,0
255,255,1312560,9.142056074766355,9.57943925233645,0
256,256,1317680,9.103891050583657,9.961089494163424,0
257,257,1322800,9.119157088122607,9.808429118773946,0
258,258,1327923,9.142429906542056,9.575700934579439,0
259,259,1333051,9.153874538745386,9.461254612546126,0
260,260,1338174,9.101364522417153,9.98635477582846,0
261,261,1343294,9.12661596958175,9.73384030418251,0
262,262,1348420,9.141869158878505,9.581308411214954,0
263,263,1353541,9.144589552238806,9.55410447761194,0
264,264,1358663,9.10736434108527,9.926356589147288,0
265,265,1363791,9.108123791102514,9.918762088974855,0
266,266,1368920,9.111753371868978,9.882466281310212,0
267,267,1374040,9.151851851851852,9.481481481481481,0
268,268,1379161,9.131947069943289,9.680529300567107,0
269,269,1384294,9.107156673114119,9.9284332688588,0
270,270,1389429,9.106769825918763,9.93230174081238,0
271,271,1394559,9.119120458891013,9.808795411089866,0
272,272,1399687,9.134274952919021,9.657250470809792,0
273,273,1404814,9.115930902111323,9.840690978886757,0
274,274,1409936,9.097651663405088,10.023483365949119,0
275,275,1415062,9.106589147286822,9.934108527131784,0
276,276,1420182,9.09410609037328,10.05893909626719,0
277,277,1425306,9.133207547169812,9.667924528301887,0
278,278,1430434,9.126944971537002,9.730550284629981,0
279,279,1435554,9.105825242718447,9.941747572815533,0
280,280,1440680,9.116122840690979,9.838771593090211,0
281,281,1445805,9.106782945736434,9.932170542635658,0
282,282,1450925,9.113487475915221,9.865125240847783,0
283,283,1456054,9.113653846153845,9.863461538461538,0
284,284,1461175,9.124571428571429,9.754285714285714,0
285,285,1466297,9.137218045112782,9.62781954887218,0
286,286,1471427,9.12471482889734,9.752851711026617,0
287,287,1476547,9.121032504780114,9.789674952198853,0
288,288,1481680,9.09155206286837,10.084479371316306,0
289,289,1486809,9.119311663479923,9.806883365200765,0
290,290,1491932,9.114807692307693,9.851923076923077,0
291,291,1497056,9.106976744186046,9.930232558139535,0
292,292,1502177,9.14990723562152,9.500927643784786,0
293,293,1507298,9.141011235955057,9.589887640449438,0
294,294,1512420,9.128083491461101,9.719165085388994,0
295,295,1517544,9.093320235756385,10.06679764243615,0
296,296,1522674,9.092141453831042,10.078585461689588,0
297,297,1527805,9.077888446215141,10.221115537848606,0
298,298,1532930,9.125665399239544,9.743346007604563,0
299,299,1538052,9.079681274900398,10.203187250996017,0
